seed,episodic_return,env,id
6,8006.265625,Asterix-MinAtar,2297
7,8027.984375,Asterix-MinAtar,2297
8,7929.921875,Asterix-MinAtar,2297
9,7705.28125,Asterix-MinAtar,2297
10,9037.453125,Asterix-MinAtar,2297
11,7797.8125,Asterix-MinAtar,2297
12,7687.859375,Asterix-MinAtar,2297
13,7655.484375,Asterix-MinAtar,2297
14,7734.40625,Asterix-MinAtar,2297
15,8154.28125,Asterix-MinAtar,2297
16,7979.90625,Asterix-MinAtar,2297
17,7822.640625,Asterix-MinAtar,2297
18,8002.1875,Asterix-MinAtar,2297
19,7994.28125,Asterix-MinAtar,2297
20,7899.984375,Asterix-MinAtar,2297
21,7994.40625,Asterix-MinAtar,2297
22,7777.9375,Asterix-MinAtar,2297
23,7644.5,Asterix-MinAtar,2297
24,8089.15625,Asterix-MinAtar,2297
25,7821.578125,Asterix-MinAtar,2297
26,8097.75,Asterix-MinAtar,2297
27,9301.265625,Asterix-MinAtar,2297
28,7754.953125,Asterix-MinAtar,2297
29,7875.25,Asterix-MinAtar,2297
0,46757.203125,SpaceInvaders-MinAtar,3287
1,46777.578125,SpaceInvaders-MinAtar,3287
2,46743.53125,SpaceInvaders-MinAtar,3287
3,373.703125,SpaceInvaders-MinAtar,3287
4,46684.109375,SpaceInvaders-MinAtar,3287
5,46821.296875,SpaceInvaders-MinAtar,3287
6,595.953125,SpaceInvaders-MinAtar,3287
7,46724.421875,SpaceInvaders-MinAtar,3287
8,46697.96875,SpaceInvaders-MinAtar,3287
9,46751.859375,SpaceInvaders-MinAtar,3287
10,46621.734375,SpaceInvaders-MinAtar,3287
11,46675.796875,SpaceInvaders-MinAtar,3287
12,46796.21875,SpaceInvaders-MinAtar,3287
13,46697.203125,SpaceInvaders-MinAtar,3287
14,46893.375,SpaceInvaders-MinAtar,3287
15,46801.203125,SpaceInvaders-MinAtar,3287
16,442.328125,SpaceInvaders-MinAtar,3287
17,46669.796875,SpaceInvaders-MinAtar,3287
18,994.421875,SpaceInvaders-MinAtar,3287
19,46785.671875,SpaceInvaders-MinAtar,3287
20,46830.640625,SpaceInvaders-MinAtar,3287
21,437.96875,SpaceInvaders-MinAtar,3287
22,46703.921875,SpaceInvaders-MinAtar,3287
23,46704.421875,SpaceInvaders-MinAtar,3287
24,46805.25,SpaceInvaders-MinAtar,3287
25,226.578125,SpaceInvaders-MinAtar,3287
26,46766.4375,SpaceInvaders-MinAtar,3287
27,46782.96875,SpaceInvaders-MinAtar,3287
28,46734.0,SpaceInvaders-MinAtar,3287
29,869.1875,SpaceInvaders-MinAtar,3287
0,46646.578125,SpaceInvaders-MinAtar,3203
1,46672.28125,SpaceInvaders-MinAtar,3203
2,46760.546875,SpaceInvaders-MinAtar,3203
3,46747.34375,SpaceInvaders-MinAtar,3203
4,46811.515625,SpaceInvaders-MinAtar,3203
5,476.75,SpaceInvaders-MinAtar,3203
6,46728.53125,SpaceInvaders-MinAtar,3203
7,468.296875,SpaceInvaders-MinAtar,3203
8,46835.0625,SpaceInvaders-MinAtar,3203
9,46779.734375,SpaceInvaders-MinAtar,3203
10,497.90625,SpaceInvaders-MinAtar,3203
11,46649.40625,SpaceInvaders-MinAtar,3203
12,46735.1875,SpaceInvaders-MinAtar,3203
13,46651.65625,SpaceInvaders-MinAtar,3203
14,46809.140625,SpaceInvaders-MinAtar,3203
15,46893.796875,SpaceInvaders-MinAtar,3203
16,46830.6875,SpaceInvaders-MinAtar,3203
17,779.53125,SpaceInvaders-MinAtar,3203
18,46780.203125,SpaceInvaders-MinAtar,3203
19,46779.90625,SpaceInvaders-MinAtar,3203
20,46783.125,SpaceInvaders-MinAtar,3203
21,46752.65625,SpaceInvaders-MinAtar,3203
22,46703.609375,SpaceInvaders-MinAtar,3203
23,458.15625,SpaceInvaders-MinAtar,3203
24,46751.984375,SpaceInvaders-MinAtar,3203
25,837.296875,SpaceInvaders-MinAtar,3203
26,46818.234375,SpaceInvaders-MinAtar,3203
27,46777.109375,SpaceInvaders-MinAtar,3203
28,46768.5,SpaceInvaders-MinAtar,3203
29,46675.390625,SpaceInvaders-MinAtar,3203
0,9628.40625,Asterix-MinAtar,1882
1,9537.609375,Asterix-MinAtar,1882
2,10210.96875,Asterix-MinAtar,1882
3,10011.015625,Asterix-MinAtar,1882
4,9767.921875,Asterix-MinAtar,1882
5,9997.0625,Asterix-MinAtar,1882
6,9524.390625,Asterix-MinAtar,1882
7,10288.828125,Asterix-MinAtar,1882
8,10505.40625,Asterix-MinAtar,1882
9,10592.140625,Asterix-MinAtar,1882
10,11541.359375,Asterix-MinAtar,1882
11,10193.21875,Asterix-MinAtar,1882
12,9770.0625,Asterix-MinAtar,1882
13,9918.328125,Asterix-MinAtar,1882
14,10697.75,Asterix-MinAtar,1882
15,10512.515625,Asterix-MinAtar,1882
16,10153.84375,Asterix-MinAtar,1882
17,10811.734375,Asterix-MinAtar,1882
18,9781.40625,Asterix-MinAtar,1882
19,10918.203125,Asterix-MinAtar,1882
20,10279.578125,Asterix-MinAtar,1882
21,10759.515625,Asterix-MinAtar,1882
22,10808.765625,Asterix-MinAtar,1882
23,10208.796875,Asterix-MinAtar,1882
24,9187.90625,Asterix-MinAtar,1882
25,9228.453125,Asterix-MinAtar,1882
26,10689.34375,Asterix-MinAtar,1882
27,10818.0625,Asterix-MinAtar,1882
28,9551.25,Asterix-MinAtar,1882
29,11315.203125,Asterix-MinAtar,1882
0,411804.078125,SpaceInvaders-MinAtar,2384
1,330849.1875,SpaceInvaders-MinAtar,2384
2,262790.984375,SpaceInvaders-MinAtar,2384
3,363259.21875,SpaceInvaders-MinAtar,2384
4,260750.53125,SpaceInvaders-MinAtar,2384
5,382462.234375,SpaceInvaders-MinAtar,2384
6,249238.546875,SpaceInvaders-MinAtar,2384
7,376304.609375,SpaceInvaders-MinAtar,2384
8,354743.828125,SpaceInvaders-MinAtar,2384
9,281381.15625,SpaceInvaders-MinAtar,2384
10,339483.9375,SpaceInvaders-MinAtar,2384
11,279890.609375,SpaceInvaders-MinAtar,2384
12,340611.265625,SpaceInvaders-MinAtar,2384
13,266802.5625,SpaceInvaders-MinAtar,2384
14,306651.3125,SpaceInvaders-MinAtar,2384
15,395734.953125,SpaceInvaders-MinAtar,2384
16,390619.921875,SpaceInvaders-MinAtar,2384
17,259875.75,SpaceInvaders-MinAtar,2384
18,382134.40625,SpaceInvaders-MinAtar,2384
19,379769.609375,SpaceInvaders-MinAtar,2384
20,308141.8125,SpaceInvaders-MinAtar,2384
21,325894.625,SpaceInvaders-MinAtar,2384
22,317660.453125,SpaceInvaders-MinAtar,2384
23,355216.71875,SpaceInvaders-MinAtar,2384
24,314246.75,SpaceInvaders-MinAtar,2384
25,310651.453125,SpaceInvaders-MinAtar,2384
26,359365.4375,SpaceInvaders-MinAtar,2384
27,367426.71875,SpaceInvaders-MinAtar,2384
28,376167.25,SpaceInvaders-MinAtar,2384
29,360110.640625,SpaceInvaders-MinAtar,2384
0,16975.515625,Asterix-MinAtar,1945
1,13601.59375,Asterix-MinAtar,1945
2,13401.0625,Asterix-MinAtar,1945
3,13993.015625,Asterix-MinAtar,1945
4,14105.5,Asterix-MinAtar,1945
5,15705.515625,Asterix-MinAtar,1945
6,15664.0625,Asterix-MinAtar,1945
7,13957.171875,Asterix-MinAtar,1945
8,14676.484375,Asterix-MinAtar,1945
9,13307.296875,Asterix-MinAtar,1945
10,13349.46875,Asterix-MinAtar,1945
11,13831.859375,Asterix-MinAtar,1945
12,13524.078125,Asterix-MinAtar,1945
13,14184.140625,Asterix-MinAtar,1945
14,12834.109375,Asterix-MinAtar,1945
15,13866.09375,Asterix-MinAtar,1945
16,14109.828125,Asterix-MinAtar,1945
17,14193.921875,Asterix-MinAtar,1945
18,13428.890625,Asterix-MinAtar,1945
19,15672.328125,Asterix-MinAtar,1945
20,14654.046875,Asterix-MinAtar,1945
21,12700.890625,Asterix-MinAtar,1945
22,13198.390625,Asterix-MinAtar,1945
23,13694.25,Asterix-MinAtar,1945
24,13476.34375,Asterix-MinAtar,1945
25,13976.921875,Asterix-MinAtar,1945
26,13394.34375,Asterix-MinAtar,1945
27,13805.953125,Asterix-MinAtar,1945
28,14471.140625,Asterix-MinAtar,1945
29,14327.84375,Asterix-MinAtar,1945
0,456084.4375,SpaceInvaders-MinAtar,2709
1,393028.9375,SpaceInvaders-MinAtar,2709
2,109118.171875,SpaceInvaders-MinAtar,2709
3,572210.234375,SpaceInvaders-MinAtar,2709
4,91280.59375,SpaceInvaders-MinAtar,2709
5,86707.453125,SpaceInvaders-MinAtar,2709
6,102587.875,SpaceInvaders-MinAtar,2709
7,413818.25,SpaceInvaders-MinAtar,2709
8,77958.328125,SpaceInvaders-MinAtar,2709
9,216259.015625,SpaceInvaders-MinAtar,2709
10,449307.390625,SpaceInvaders-MinAtar,2709
11,68598.578125,SpaceInvaders-MinAtar,2709
12,318142.921875,SpaceInvaders-MinAtar,2709
13,96355.765625,SpaceInvaders-MinAtar,2709
14,131474.640625,SpaceInvaders-MinAtar,2709
15,375730.515625,SpaceInvaders-MinAtar,2709
16,301532.734375,SpaceInvaders-MinAtar,2709
17,302655.1875,SpaceInvaders-MinAtar,2709
18,161708.96875,SpaceInvaders-MinAtar,2709
19,369490.421875,SpaceInvaders-MinAtar,2709
20,412032.140625,SpaceInvaders-MinAtar,2709
21,640939.59375,SpaceInvaders-MinAtar,2709
22,254564.84375,SpaceInvaders-MinAtar,2709
23,641732.421875,SpaceInvaders-MinAtar,2709
24,324140.40625,SpaceInvaders-MinAtar,2709
25,362057.625,SpaceInvaders-MinAtar,2709
26,527498.453125,SpaceInvaders-MinAtar,2709
27,246389.40625,SpaceInvaders-MinAtar,2709
28,490459.828125,SpaceInvaders-MinAtar,2709
29,417045.59375,SpaceInvaders-MinAtar,2709
0,415154.546875,SpaceInvaders-MinAtar,3337
1,371029.59375,SpaceInvaders-MinAtar,3337
2,55750.5,SpaceInvaders-MinAtar,3337
3,454.8125,SpaceInvaders-MinAtar,3337
4,97980.921875,SpaceInvaders-MinAtar,3337
5,255.75,SpaceInvaders-MinAtar,3337
6,250244.671875,SpaceInvaders-MinAtar,3337
7,291678.296875,SpaceInvaders-MinAtar,3337
8,332095.109375,SpaceInvaders-MinAtar,3337
9,386340.046875,SpaceInvaders-MinAtar,3337
10,288664.0625,SpaceInvaders-MinAtar,3337
11,107293.9375,SpaceInvaders-MinAtar,3337
12,397625.046875,SpaceInvaders-MinAtar,3337
13,276747.625,SpaceInvaders-MinAtar,3337
14,300305.375,SpaceInvaders-MinAtar,3337
15,449.4375,SpaceInvaders-MinAtar,3337
16,123784.328125,SpaceInvaders-MinAtar,3337
17,350075.75,SpaceInvaders-MinAtar,3337
18,341487.234375,SpaceInvaders-MinAtar,3337
19,549.515625,SpaceInvaders-MinAtar,3337
20,33926.578125,SpaceInvaders-MinAtar,3337
21,213618.6875,SpaceInvaders-MinAtar,3337
22,377059.65625,SpaceInvaders-MinAtar,3337
23,372545.75,SpaceInvaders-MinAtar,3337
24,337853.0,SpaceInvaders-MinAtar,3337
25,339.03125,SpaceInvaders-MinAtar,3337
26,467.15625,SpaceInvaders-MinAtar,3337
27,401276.421875,SpaceInvaders-MinAtar,3337
28,369647.8125,SpaceInvaders-MinAtar,3337
29,276515.296875,SpaceInvaders-MinAtar,3337
0,46796.421875,SpaceInvaders-MinAtar,2786
1,46779.703125,SpaceInvaders-MinAtar,2786
2,46790.875,SpaceInvaders-MinAtar,2786
3,46750.453125,SpaceInvaders-MinAtar,2786
4,46765.953125,SpaceInvaders-MinAtar,2786
5,46791.453125,SpaceInvaders-MinAtar,2786
6,46757.203125,SpaceInvaders-MinAtar,2786
7,46768.890625,SpaceInvaders-MinAtar,2786
8,46732.84375,SpaceInvaders-MinAtar,2786
9,46778.203125,SpaceInvaders-MinAtar,2786
10,46775.484375,SpaceInvaders-MinAtar,2786
11,46768.828125,SpaceInvaders-MinAtar,2786
12,46789.125,SpaceInvaders-MinAtar,2786
13,46740.5625,SpaceInvaders-MinAtar,2786
14,46777.859375,SpaceInvaders-MinAtar,2786
15,46769.9375,SpaceInvaders-MinAtar,2786
16,46771.71875,SpaceInvaders-MinAtar,2786
17,46812.296875,SpaceInvaders-MinAtar,2786
18,46771.75,SpaceInvaders-MinAtar,2786
19,46802.578125,SpaceInvaders-MinAtar,2786
20,46770.90625,SpaceInvaders-MinAtar,2786
21,46742.578125,SpaceInvaders-MinAtar,2786
22,46752.703125,SpaceInvaders-MinAtar,2786
23,46786.453125,SpaceInvaders-MinAtar,2786
24,46747.234375,SpaceInvaders-MinAtar,2786
25,46778.328125,SpaceInvaders-MinAtar,2786
26,46770.875,SpaceInvaders-MinAtar,2786
27,46776.796875,SpaceInvaders-MinAtar,2786
28,46749.859375,SpaceInvaders-MinAtar,2786
29,1636.9375,SpaceInvaders-MinAtar,2786
0,46782.875,SpaceInvaders-MinAtar,3138
1,46770.828125,SpaceInvaders-MinAtar,3138
2,46793.640625,SpaceInvaders-MinAtar,3138
3,46778.171875,SpaceInvaders-MinAtar,3138
4,46760.796875,SpaceInvaders-MinAtar,3138
5,46744.015625,SpaceInvaders-MinAtar,3138
6,46751.09375,SpaceInvaders-MinAtar,3138
7,46816.453125,SpaceInvaders-MinAtar,3138
8,46783.9375,SpaceInvaders-MinAtar,3138
9,46751.75,SpaceInvaders-MinAtar,3138
10,46788.421875,SpaceInvaders-MinAtar,3138
11,46750.6875,SpaceInvaders-MinAtar,3138
12,46766.703125,SpaceInvaders-MinAtar,3138
13,46763.203125,SpaceInvaders-MinAtar,3138
14,46767.28125,SpaceInvaders-MinAtar,3138
15,46765.640625,SpaceInvaders-MinAtar,3138
16,46743.109375,SpaceInvaders-MinAtar,3138
17,46784.125,SpaceInvaders-MinAtar,3138
18,46766.8125,SpaceInvaders-MinAtar,3138
19,46780.296875,SpaceInvaders-MinAtar,3138
20,46771.8125,SpaceInvaders-MinAtar,3138
21,46778.828125,SpaceInvaders-MinAtar,3138
22,46777.40625,SpaceInvaders-MinAtar,3138
23,46777.140625,SpaceInvaders-MinAtar,3138
24,46771.9375,SpaceInvaders-MinAtar,3138
25,46784.53125,SpaceInvaders-MinAtar,3138
26,46758.34375,SpaceInvaders-MinAtar,3138
27,46777.390625,SpaceInvaders-MinAtar,3138
28,46770.015625,SpaceInvaders-MinAtar,3138
29,46790.390625,SpaceInvaders-MinAtar,3138
0,46730.0,SpaceInvaders-MinAtar,3030
1,46763.09375,SpaceInvaders-MinAtar,3030
2,46746.78125,SpaceInvaders-MinAtar,3030
3,46754.6875,SpaceInvaders-MinAtar,3030
4,4270.65625,SpaceInvaders-MinAtar,3030
5,46767.234375,SpaceInvaders-MinAtar,3030
6,46801.765625,SpaceInvaders-MinAtar,3030
7,46786.328125,SpaceInvaders-MinAtar,3030
8,46923.921875,SpaceInvaders-MinAtar,3030
9,46750.015625,SpaceInvaders-MinAtar,3030
10,46774.671875,SpaceInvaders-MinAtar,3030
11,47356.3125,SpaceInvaders-MinAtar,3030
12,46742.234375,SpaceInvaders-MinAtar,3030
13,46788.0625,SpaceInvaders-MinAtar,3030
14,46752.671875,SpaceInvaders-MinAtar,3030
15,46778.21875,SpaceInvaders-MinAtar,3030
16,46756.515625,SpaceInvaders-MinAtar,3030
17,46755.625,SpaceInvaders-MinAtar,3030
18,46762.359375,SpaceInvaders-MinAtar,3030
19,46773.609375,SpaceInvaders-MinAtar,3030
20,46758.296875,SpaceInvaders-MinAtar,3030
21,47130.53125,SpaceInvaders-MinAtar,3030
22,21994.875,SpaceInvaders-MinAtar,3030
23,46764.484375,SpaceInvaders-MinAtar,3030
24,19036.171875,SpaceInvaders-MinAtar,3030
25,46749.84375,SpaceInvaders-MinAtar,3030
26,46768.34375,SpaceInvaders-MinAtar,3030
27,46786.015625,SpaceInvaders-MinAtar,3030
28,46737.328125,SpaceInvaders-MinAtar,3030
29,46780.890625,SpaceInvaders-MinAtar,3030
0,16360.796875,Asterix-MinAtar,2069
1,15196.0,Asterix-MinAtar,2069
2,14518.65625,Asterix-MinAtar,2069
3,17004.265625,Asterix-MinAtar,2069
4,14888.046875,Asterix-MinAtar,2069
5,16912.109375,Asterix-MinAtar,2069
6,16005.046875,Asterix-MinAtar,2069
7,14814.140625,Asterix-MinAtar,2069
8,16544.625,Asterix-MinAtar,2069
9,15063.109375,Asterix-MinAtar,2069
10,19241.90625,Asterix-MinAtar,2069
11,15598.46875,Asterix-MinAtar,2069
12,16545.5,Asterix-MinAtar,2069
13,15705.59375,Asterix-MinAtar,2069
14,15943.5625,Asterix-MinAtar,2069
15,16360.015625,Asterix-MinAtar,2069
16,15819.640625,Asterix-MinAtar,2069
17,15069.578125,Asterix-MinAtar,2069
18,16615.234375,Asterix-MinAtar,2069
19,15524.640625,Asterix-MinAtar,2069
20,16223.890625,Asterix-MinAtar,2069
21,15799.640625,Asterix-MinAtar,2069
22,15248.65625,Asterix-MinAtar,2069
23,16903.390625,Asterix-MinAtar,2069
24,14593.859375,Asterix-MinAtar,2069
25,16066.84375,Asterix-MinAtar,2069
26,14329.953125,Asterix-MinAtar,2069
27,16623.421875,Asterix-MinAtar,2069
28,15917.640625,Asterix-MinAtar,2069
29,15842.9375,Asterix-MinAtar,2069
0,339056.28125,SpaceInvaders-MinAtar,2597
1,380506.65625,SpaceInvaders-MinAtar,2597
2,458055.015625,SpaceInvaders-MinAtar,2597
3,415210.671875,SpaceInvaders-MinAtar,2597
4,338432.578125,SpaceInvaders-MinAtar,2597
5,418127.09375,SpaceInvaders-MinAtar,2597
6,425940.484375,SpaceInvaders-MinAtar,2597
7,490401.828125,SpaceInvaders-MinAtar,2597
8,449840.984375,SpaceInvaders-MinAtar,2597
9,431174.015625,SpaceInvaders-MinAtar,2597
10,310762.421875,SpaceInvaders-MinAtar,2597
11,389647.8125,SpaceInvaders-MinAtar,2597
12,340781.65625,SpaceInvaders-MinAtar,2597
13,416089.546875,SpaceInvaders-MinAtar,2597
14,417780.75,SpaceInvaders-MinAtar,2597
15,453367.625,SpaceInvaders-MinAtar,2597
16,377438.21875,SpaceInvaders-MinAtar,2597
17,340959.5625,SpaceInvaders-MinAtar,2597
18,418994.34375,SpaceInvaders-MinAtar,2597
19,418236.625,SpaceInvaders-MinAtar,2597
20,391168.671875,SpaceInvaders-MinAtar,2597
21,369555.4375,SpaceInvaders-MinAtar,2597
22,352877.734375,SpaceInvaders-MinAtar,2597
23,401117.328125,SpaceInvaders-MinAtar,2597
24,455390.859375,SpaceInvaders-MinAtar,2597
25,474870.03125,SpaceInvaders-MinAtar,2597
26,403365.890625,SpaceInvaders-MinAtar,2597
27,430120.375,SpaceInvaders-MinAtar,2597
28,351038.1875,SpaceInvaders-MinAtar,2597
29,396636.40625,SpaceInvaders-MinAtar,2597
0,46732.625,SpaceInvaders-MinAtar,3279
1,46765.15625,SpaceInvaders-MinAtar,3279
2,46758.515625,SpaceInvaders-MinAtar,3279
3,46777.78125,SpaceInvaders-MinAtar,3279
4,46724.515625,SpaceInvaders-MinAtar,3279
5,46739.703125,SpaceInvaders-MinAtar,3279
6,46810.34375,SpaceInvaders-MinAtar,3279
7,46877.296875,SpaceInvaders-MinAtar,3279
8,46841.734375,SpaceInvaders-MinAtar,3279
9,46633.609375,SpaceInvaders-MinAtar,3279
10,46779.109375,SpaceInvaders-MinAtar,3279
11,46825.296875,SpaceInvaders-MinAtar,3279
12,46707.140625,SpaceInvaders-MinAtar,3279
13,46755.78125,SpaceInvaders-MinAtar,3279
14,46750.90625,SpaceInvaders-MinAtar,3279
15,46818.296875,SpaceInvaders-MinAtar,3279
16,46727.515625,SpaceInvaders-MinAtar,3279
17,46813.78125,SpaceInvaders-MinAtar,3279
18,46790.625,SpaceInvaders-MinAtar,3279
19,508.65625,SpaceInvaders-MinAtar,3279
20,46724.265625,SpaceInvaders-MinAtar,3279
21,46819.53125,SpaceInvaders-MinAtar,3279
22,447.578125,SpaceInvaders-MinAtar,3279
23,46730.890625,SpaceInvaders-MinAtar,3279
24,46694.8125,SpaceInvaders-MinAtar,3279
25,654.71875,SpaceInvaders-MinAtar,3279
26,46819.0,SpaceInvaders-MinAtar,3279
27,46824.234375,SpaceInvaders-MinAtar,3279
28,46784.5,SpaceInvaders-MinAtar,3279
29,46700.1875,SpaceInvaders-MinAtar,3279
0,12142.421875,Asterix-MinAtar,1728
1,11357.75,Asterix-MinAtar,1728
2,11554.03125,Asterix-MinAtar,1728
3,12446.265625,Asterix-MinAtar,1728
4,12057.875,Asterix-MinAtar,1728
5,11300.53125,Asterix-MinAtar,1728
6,11440.75,Asterix-MinAtar,1728
7,13184.421875,Asterix-MinAtar,1728
8,12238.90625,Asterix-MinAtar,1728
9,10745.21875,Asterix-MinAtar,1728
10,12256.0,Asterix-MinAtar,1728
11,11709.984375,Asterix-MinAtar,1728
12,11469.828125,Asterix-MinAtar,1728
13,12432.515625,Asterix-MinAtar,1728
14,12040.78125,Asterix-MinAtar,1728
15,13889.84375,Asterix-MinAtar,1728
16,12545.0625,Asterix-MinAtar,1728
17,13137.203125,Asterix-MinAtar,1728
18,10954.71875,Asterix-MinAtar,1728
19,11299.453125,Asterix-MinAtar,1728
20,11623.6875,Asterix-MinAtar,1728
21,12402.328125,Asterix-MinAtar,1728
22,12462.84375,Asterix-MinAtar,1728
23,11883.46875,Asterix-MinAtar,1728
24,11669.265625,Asterix-MinAtar,1728
25,12445.046875,Asterix-MinAtar,1728
26,12751.515625,Asterix-MinAtar,1728
27,13108.8125,Asterix-MinAtar,1728
28,13060.21875,Asterix-MinAtar,1728
29,12702.25,Asterix-MinAtar,1728
0,10047.328125,Asterix-MinAtar,2252
1,7621.9375,Asterix-MinAtar,2252
2,7933.34375,Asterix-MinAtar,2252
3,9890.34375,Asterix-MinAtar,2252
4,7981.90625,Asterix-MinAtar,2252
5,7824.53125,Asterix-MinAtar,2252
6,7843.34375,Asterix-MinAtar,2252
7,8207.125,Asterix-MinAtar,2252
8,7923.03125,Asterix-MinAtar,2252
9,9582.484375,Asterix-MinAtar,2252
10,7876.75,Asterix-MinAtar,2252
11,10293.140625,Asterix-MinAtar,2252
12,7798.8125,Asterix-MinAtar,2252
13,8346.875,Asterix-MinAtar,2252
14,8927.671875,Asterix-MinAtar,2252
15,8072.6875,Asterix-MinAtar,2252
16,9493.25,Asterix-MinAtar,2252
17,8615.75,Asterix-MinAtar,2252
18,8287.109375,Asterix-MinAtar,2252
19,9838.859375,Asterix-MinAtar,2252
20,7608.6875,Asterix-MinAtar,2252
21,8789.15625,Asterix-MinAtar,2252
22,11836.734375,Asterix-MinAtar,2252
23,7876.78125,Asterix-MinAtar,2252
24,7914.84375,Asterix-MinAtar,2252
25,7806.03125,Asterix-MinAtar,2252
26,7485.0625,Asterix-MinAtar,2252
27,7983.015625,Asterix-MinAtar,2252
28,8762.453125,Asterix-MinAtar,2252
29,7658.296875,Asterix-MinAtar,2252
0,366773.078125,SpaceInvaders-MinAtar,3128
1,417698.109375,SpaceInvaders-MinAtar,3128
2,170209.875,SpaceInvaders-MinAtar,3128
3,195190.25,SpaceInvaders-MinAtar,3128
4,433701.390625,SpaceInvaders-MinAtar,3128
5,61839.984375,SpaceInvaders-MinAtar,3128
6,225283.40625,SpaceInvaders-MinAtar,3128
7,422789.40625,SpaceInvaders-MinAtar,3128
8,366088.734375,SpaceInvaders-MinAtar,3128
9,238557.046875,SpaceInvaders-MinAtar,3128
10,347615.171875,SpaceInvaders-MinAtar,3128
11,108302.515625,SpaceInvaders-MinAtar,3128
12,353994.9375,SpaceInvaders-MinAtar,3128
13,163686.46875,SpaceInvaders-MinAtar,3128
14,258915.296875,SpaceInvaders-MinAtar,3128
15,382874.28125,SpaceInvaders-MinAtar,3128
16,452599.5625,SpaceInvaders-MinAtar,3128
17,215718.46875,SpaceInvaders-MinAtar,3128
18,189855.84375,SpaceInvaders-MinAtar,3128
19,345869.125,SpaceInvaders-MinAtar,3128
20,361089.6875,SpaceInvaders-MinAtar,3128
21,320401.90625,SpaceInvaders-MinAtar,3128
22,300827.859375,SpaceInvaders-MinAtar,3128
23,295988.765625,SpaceInvaders-MinAtar,3128
24,84106.59375,SpaceInvaders-MinAtar,3128
25,163619.765625,SpaceInvaders-MinAtar,3128
26,213809.296875,SpaceInvaders-MinAtar,3128
27,149201.03125,SpaceInvaders-MinAtar,3128
28,98379.15625,SpaceInvaders-MinAtar,3128
29,313140.5,SpaceInvaders-MinAtar,3128
0,15185.46875,Asterix-MinAtar,1482
1,15053.15625,Asterix-MinAtar,1482
2,13498.34375,Asterix-MinAtar,1482
3,14534.375,Asterix-MinAtar,1482
4,14628.984375,Asterix-MinAtar,1482
5,13528.640625,Asterix-MinAtar,1482
6,14757.625,Asterix-MinAtar,1482
7,12881.984375,Asterix-MinAtar,1482
8,13869.703125,Asterix-MinAtar,1482
9,15118.734375,Asterix-MinAtar,1482
10,13334.25,Asterix-MinAtar,1482
11,13404.0625,Asterix-MinAtar,1482
12,14008.71875,Asterix-MinAtar,1482
13,13014.203125,Asterix-MinAtar,1482
14,14588.4375,Asterix-MinAtar,1482
15,15582.875,Asterix-MinAtar,1482
16,14038.15625,Asterix-MinAtar,1482
17,15470.765625,Asterix-MinAtar,1482
18,16098.4375,Asterix-MinAtar,1482
19,13512.09375,Asterix-MinAtar,1482
20,14778.40625,Asterix-MinAtar,1482
21,14016.0,Asterix-MinAtar,1482
22,15490.34375,Asterix-MinAtar,1482
23,15735.734375,Asterix-MinAtar,1482
24,15225.421875,Asterix-MinAtar,1482
25,16900.515625,Asterix-MinAtar,1482
26,13421.171875,Asterix-MinAtar,1482
27,14439.8125,Asterix-MinAtar,1482
28,14026.5625,Asterix-MinAtar,1482
29,13921.578125,Asterix-MinAtar,1482
0,12325.4375,Asterix-MinAtar,1910
1,9396.03125,Asterix-MinAtar,1910
2,11747.359375,Asterix-MinAtar,1910
3,10797.375,Asterix-MinAtar,1910
4,11075.296875,Asterix-MinAtar,1910
5,11446.140625,Asterix-MinAtar,1910
6,12238.15625,Asterix-MinAtar,1910
7,10157.546875,Asterix-MinAtar,1910
8,11110.234375,Asterix-MinAtar,1910
9,11263.53125,Asterix-MinAtar,1910
10,10513.515625,Asterix-MinAtar,1910
11,10645.0625,Asterix-MinAtar,1910
12,11458.375,Asterix-MinAtar,1910
13,11726.203125,Asterix-MinAtar,1910
14,11366.96875,Asterix-MinAtar,1910
15,11368.28125,Asterix-MinAtar,1910
16,10757.859375,Asterix-MinAtar,1910
17,12682.578125,Asterix-MinAtar,1910
18,8626.765625,Asterix-MinAtar,1910
19,11820.9375,Asterix-MinAtar,1910
20,12081.484375,Asterix-MinAtar,1910
21,11344.4375,Asterix-MinAtar,1910
22,10966.46875,Asterix-MinAtar,1910
23,12150.375,Asterix-MinAtar,1910
24,10900.9375,Asterix-MinAtar,1910
25,11407.28125,Asterix-MinAtar,1910
26,9733.59375,Asterix-MinAtar,1910
27,12998.75,Asterix-MinAtar,1910
28,10100.6875,Asterix-MinAtar,1910
29,10099.53125,Asterix-MinAtar,1910
0,699263.734375,SpaceInvaders-MinAtar,2864
1,514391.859375,SpaceInvaders-MinAtar,2864
2,597409.796875,SpaceInvaders-MinAtar,2864
3,763443.09375,SpaceInvaders-MinAtar,2864
4,651284.359375,SpaceInvaders-MinAtar,2864
5,752096.59375,SpaceInvaders-MinAtar,2864
6,726850.9375,SpaceInvaders-MinAtar,2864
7,683546.625,SpaceInvaders-MinAtar,2864
8,721161.546875,SpaceInvaders-MinAtar,2864
9,733557.703125,SpaceInvaders-MinAtar,2864
10,813889.71875,SpaceInvaders-MinAtar,2864
11,710559.8125,SpaceInvaders-MinAtar,2864
12,862046.71875,SpaceInvaders-MinAtar,2864
