seed,episodic_return,env,id
18,175406.65625,Breakout-MinAtar,316
19,138374.671875,Breakout-MinAtar,316
20,111285.0,Breakout-MinAtar,316
21,166353.53125,Breakout-MinAtar,316
22,149964.78125,Breakout-MinAtar,316
23,160635.9375,Breakout-MinAtar,316
24,201148.390625,Breakout-MinAtar,316
25,203524.84375,Breakout-MinAtar,316
26,161384.90625,Breakout-MinAtar,316
27,157325.5,Breakout-MinAtar,316
28,186093.59375,Breakout-MinAtar,316
29,208406.609375,Breakout-MinAtar,316
0,7843.5625,Breakout-MinAtar,1055
1,7820.78125,Breakout-MinAtar,1055
2,50.65625,Breakout-MinAtar,1055
3,7857.5625,Breakout-MinAtar,1055
4,7772.765625,Breakout-MinAtar,1055
5,7771.796875,Breakout-MinAtar,1055
6,42.53125,Breakout-MinAtar,1055
7,47.90625,Breakout-MinAtar,1055
8,46.21875,Breakout-MinAtar,1055
9,58.125,Breakout-MinAtar,1055
10,44.84375,Breakout-MinAtar,1055
11,48.65625,Breakout-MinAtar,1055
12,20491.96875,Breakout-MinAtar,1055
13,7818.03125,Breakout-MinAtar,1055
14,48.46875,Breakout-MinAtar,1055
15,13926.3125,Breakout-MinAtar,1055
16,54.3125,Breakout-MinAtar,1055
17,7768.375,Breakout-MinAtar,1055
18,47.15625,Breakout-MinAtar,1055
19,53.0625,Breakout-MinAtar,1055
20,40.34375,Breakout-MinAtar,1055
21,53.15625,Breakout-MinAtar,1055
22,43.6875,Breakout-MinAtar,1055
23,32875.9375,Breakout-MinAtar,1055
24,7794.28125,Breakout-MinAtar,1055
25,53.8125,Breakout-MinAtar,1055
26,7795.40625,Breakout-MinAtar,1055
27,7792.015625,Breakout-MinAtar,1055
28,60.84375,Breakout-MinAtar,1055
29,7785.0,Breakout-MinAtar,1055
0,5.375,Breakout-MinAtar,777
1,53613.796875,Breakout-MinAtar,777
2,60.9375,Breakout-MinAtar,777
3,7798.515625,Breakout-MinAtar,777
4,30.875,Breakout-MinAtar,777
5,36236.25,Breakout-MinAtar,777
6,11.78125,Breakout-MinAtar,777
7,7812.96875,Breakout-MinAtar,777
8,43.09375,Breakout-MinAtar,777
9,66275.96875,Breakout-MinAtar,777
10,36.125,Breakout-MinAtar,777
11,74640.4375,Breakout-MinAtar,777
12,7810.984375,Breakout-MinAtar,777
13,46.46875,Breakout-MinAtar,777
14,69546.78125,Breakout-MinAtar,777
15,28480.03125,Breakout-MinAtar,777
16,61.8125,Breakout-MinAtar,777
17,11.8125,Breakout-MinAtar,777
18,143513.46875,Breakout-MinAtar,777
19,10.3125,Breakout-MinAtar,777
20,18051.21875,Breakout-MinAtar,777
21,132277.59375,Breakout-MinAtar,777
22,56677.5625,Breakout-MinAtar,777
23,55821.796875,Breakout-MinAtar,777
24,61.78125,Breakout-MinAtar,777
25,28621.921875,Breakout-MinAtar,777
26,1.21875,Breakout-MinAtar,777
27,1.96875,Breakout-MinAtar,777
28,7795.265625,Breakout-MinAtar,777
29,7781.421875,Breakout-MinAtar,777
0,93345.984375,Breakout-MinAtar,181
1,138977.75,Breakout-MinAtar,181
2,157802.953125,Breakout-MinAtar,181
3,124995.875,Breakout-MinAtar,181
4,142951.59375,Breakout-MinAtar,181
5,96763.640625,Breakout-MinAtar,181
6,89342.65625,Breakout-MinAtar,181
7,89627.421875,Breakout-MinAtar,181
8,95835.34375,Breakout-MinAtar,181
9,94314.109375,Breakout-MinAtar,181
10,98071.234375,Breakout-MinAtar,181
11,182772.796875,Breakout-MinAtar,181
12,170560.609375,Breakout-MinAtar,181
13,122452.28125,Breakout-MinAtar,181
14,174766.640625,Breakout-MinAtar,181
15,150279.234375,Breakout-MinAtar,181
16,182888.484375,Breakout-MinAtar,181
17,186969.0,Breakout-MinAtar,181
18,201119.703125,Breakout-MinAtar,181
19,90878.15625,Breakout-MinAtar,181
20,144720.046875,Breakout-MinAtar,181
21,161438.828125,Breakout-MinAtar,181
22,98545.015625,Breakout-MinAtar,181
23,91220.78125,Breakout-MinAtar,181
24,91747.859375,Breakout-MinAtar,181
25,96506.96875,Breakout-MinAtar,181
26,90135.375,Breakout-MinAtar,181
27,239846.171875,Breakout-MinAtar,181
28,93565.078125,Breakout-MinAtar,181
29,91933.125,Breakout-MinAtar,181
0,50658.9375,Breakout-MinAtar,442
1,30347.09375,Breakout-MinAtar,442
2,263903.75,Breakout-MinAtar,442
3,153917.65625,Breakout-MinAtar,442
4,14215.0,Breakout-MinAtar,442
5,63446.84375,Breakout-MinAtar,442
6,74934.125,Breakout-MinAtar,442
7,97624.03125,Breakout-MinAtar,442
8,119878.5625,Breakout-MinAtar,442
9,39105.9375,Breakout-MinAtar,442
10,126446.171875,Breakout-MinAtar,442
11,206928.859375,Breakout-MinAtar,442
12,230110.078125,Breakout-MinAtar,442
13,122992.8125,Breakout-MinAtar,442
14,87467.375,Breakout-MinAtar,442
15,138534.6875,Breakout-MinAtar,442
16,253779.734375,Breakout-MinAtar,442
17,165015.65625,Breakout-MinAtar,442
18,140628.59375,Breakout-MinAtar,442
19,86806.5,Breakout-MinAtar,442
20,119169.625,Breakout-MinAtar,442
21,143228.0,Breakout-MinAtar,442
22,211766.671875,Breakout-MinAtar,442
23,94132.90625,Breakout-MinAtar,442
24,253530.703125,Breakout-MinAtar,442
25,69433.421875,Breakout-MinAtar,442
26,227685.359375,Breakout-MinAtar,442
27,179333.125,Breakout-MinAtar,442
28,182000.1875,Breakout-MinAtar,442
29,131995.921875,Breakout-MinAtar,442
0,84889.1875,Breakout-MinAtar,336
1,90073.15625,Breakout-MinAtar,336
2,143467.046875,Breakout-MinAtar,336
3,71666.453125,Breakout-MinAtar,336
4,49625.734375,Breakout-MinAtar,336
5,59280.34375,Breakout-MinAtar,336
6,107876.765625,Breakout-MinAtar,336
7,55196.921875,Breakout-MinAtar,336
8,75467.4375,Breakout-MinAtar,336
9,69612.09375,Breakout-MinAtar,336
10,64897.46875,Breakout-MinAtar,336
11,69695.1875,Breakout-MinAtar,336
12,72767.828125,Breakout-MinAtar,336
13,64831.9375,Breakout-MinAtar,336
14,63287.078125,Breakout-MinAtar,336
15,119984.0,Breakout-MinAtar,336
16,72110.859375,Breakout-MinAtar,336
17,77134.0625,Breakout-MinAtar,336
18,79266.59375,Breakout-MinAtar,336
19,61767.75,Breakout-MinAtar,336
20,64326.640625,Breakout-MinAtar,336
21,131107.109375,Breakout-MinAtar,336
22,84992.28125,Breakout-MinAtar,336
23,183075.015625,Breakout-MinAtar,336
24,68475.0,Breakout-MinAtar,336
25,70081.609375,Breakout-MinAtar,336
26,78708.546875,Breakout-MinAtar,336
27,119202.703125,Breakout-MinAtar,336
28,78238.1875,Breakout-MinAtar,336
29,91508.6875,Breakout-MinAtar,336
0,153844.0,Breakout-MinAtar,912
1,32679.90625,Breakout-MinAtar,912
2,16761.734375,Breakout-MinAtar,912
3,31127.96875,Breakout-MinAtar,912
4,16742.09375,Breakout-MinAtar,912
5,90603.3125,Breakout-MinAtar,912
6,170661.0625,Breakout-MinAtar,912
7,19354.125,Breakout-MinAtar,912
8,14197.25,Breakout-MinAtar,912
9,54.625,Breakout-MinAtar,912
10,36985.21875,Breakout-MinAtar,912
11,7788.796875,Breakout-MinAtar,912
12,159849.90625,Breakout-MinAtar,912
13,10435.90625,Breakout-MinAtar,912
14,104412.5625,Breakout-MinAtar,912
15,50.40625,Breakout-MinAtar,912
16,29750.75,Breakout-MinAtar,912
17,31648.296875,Breakout-MinAtar,912
18,70784.5625,Breakout-MinAtar,912
19,17289.0,Breakout-MinAtar,912
20,73854.71875,Breakout-MinAtar,912
21,54.71875,Breakout-MinAtar,912
22,15135.046875,Breakout-MinAtar,912
23,8636.265625,Breakout-MinAtar,912
24,15106.046875,Breakout-MinAtar,912
25,38122.84375,Breakout-MinAtar,912
26,13251.96875,Breakout-MinAtar,912
27,11705.4375,Breakout-MinAtar,912
28,67173.25,Breakout-MinAtar,912
29,7791.859375,Breakout-MinAtar,912
0,45.25,Breakout-MinAtar,987
1,44.21875,Breakout-MinAtar,987
2,46.125,Breakout-MinAtar,987
3,7815.328125,Breakout-MinAtar,987
4,7809.515625,Breakout-MinAtar,987
5,7838.671875,Breakout-MinAtar,987
6,7765.34375,Breakout-MinAtar,987
7,49.03125,Breakout-MinAtar,987
8,47.65625,Breakout-MinAtar,987
9,7788.0625,Breakout-MinAtar,987
10,47.90625,Breakout-MinAtar,987
11,7790.75,Breakout-MinAtar,987
12,7816.671875,Breakout-MinAtar,987
13,7849.046875,Breakout-MinAtar,987
14,32.53125,Breakout-MinAtar,987
15,7745.625,Breakout-MinAtar,987
16,32.5,Breakout-MinAtar,987
17,17.15625,Breakout-MinAtar,987
18,48.46875,Breakout-MinAtar,987
19,48.6875,Breakout-MinAtar,987
20,43.8125,Breakout-MinAtar,987
21,49.09375,Breakout-MinAtar,987
22,46.625,Breakout-MinAtar,987
23,7789.3125,Breakout-MinAtar,987
24,47.125,Breakout-MinAtar,987
25,7821.90625,Breakout-MinAtar,987
26,7787.953125,Breakout-MinAtar,987
27,51.75,Breakout-MinAtar,987
28,7816.96875,Breakout-MinAtar,987
29,48.5625,Breakout-MinAtar,987
0,6149.09375,Breakout-MinAtar,255
1,34404.375,Breakout-MinAtar,255
2,15528.375,Breakout-MinAtar,255
3,7332.75,Breakout-MinAtar,255
4,3991.21875,Breakout-MinAtar,255
5,44726.125,Breakout-MinAtar,255
6,18476.09375,Breakout-MinAtar,255
7,761.125,Breakout-MinAtar,255
8,1228.6875,Breakout-MinAtar,255
9,5756.125,Breakout-MinAtar,255
10,53949.953125,Breakout-MinAtar,255
11,4625.71875,Breakout-MinAtar,255
12,539.25,Breakout-MinAtar,255
13,639.0,Breakout-MinAtar,255
14,22701.265625,Breakout-MinAtar,255
15,3472.03125,Breakout-MinAtar,255
16,9252.984375,Breakout-MinAtar,255
17,1418.59375,Breakout-MinAtar,255
18,2774.90625,Breakout-MinAtar,255
19,11620.875,Breakout-MinAtar,255
20,1623.28125,Breakout-MinAtar,255
21,8023.3125,Breakout-MinAtar,255
22,50055.03125,Breakout-MinAtar,255
23,16367.96875,Breakout-MinAtar,255
24,747.5,Breakout-MinAtar,255
25,614.1875,Breakout-MinAtar,255
26,5959.15625,Breakout-MinAtar,255
27,2128.8125,Breakout-MinAtar,255
28,1081.6875,Breakout-MinAtar,255
29,1481.53125,Breakout-MinAtar,255
0,57.84375,Breakout-MinAtar,1015
1,7801.34375,Breakout-MinAtar,1015
2,52.75,Breakout-MinAtar,1015
3,50.875,Breakout-MinAtar,1015
4,40.46875,Breakout-MinAtar,1015
5,7787.71875,Breakout-MinAtar,1015
6,49.375,Breakout-MinAtar,1015
7,55.1875,Breakout-MinAtar,1015
8,32.65625,Breakout-MinAtar,1015
9,7797.53125,Breakout-MinAtar,1015
10,7787.96875,Breakout-MinAtar,1015
11,7781.46875,Breakout-MinAtar,1015
12,7851.078125,Breakout-MinAtar,1015
13,52.78125,Breakout-MinAtar,1015
14,49.15625,Breakout-MinAtar,1015
15,44.90625,Breakout-MinAtar,1015
16,53.0625,Breakout-MinAtar,1015
17,42.46875,Breakout-MinAtar,1015
18,42.96875,Breakout-MinAtar,1015
19,48.59375,Breakout-MinAtar,1015
20,43.65625,Breakout-MinAtar,1015
21,7775.75,Breakout-MinAtar,1015
22,47.40625,Breakout-MinAtar,1015
23,7733.0625,Breakout-MinAtar,1015
24,7778.640625,Breakout-MinAtar,1015
25,7797.109375,Breakout-MinAtar,1015
26,7771.546875,Breakout-MinAtar,1015
27,7749.78125,Breakout-MinAtar,1015
28,7722.34375,Breakout-MinAtar,1015
29,42.40625,Breakout-MinAtar,1015
0,10068.703125,Breakout-MinAtar,770
1,10030.40625,Breakout-MinAtar,770
2,10156.015625,Breakout-MinAtar,770
3,114903.296875,Breakout-MinAtar,770
4,10054.203125,Breakout-MinAtar,770
5,88391.25,Breakout-MinAtar,770
6,85930.078125,Breakout-MinAtar,770
7,107066.65625,Breakout-MinAtar,770
8,76496.234375,Breakout-MinAtar,770
9,74669.078125,Breakout-MinAtar,770
10,9992.203125,Breakout-MinAtar,770
11,10053.78125,Breakout-MinAtar,770
12,10048.5625,Breakout-MinAtar,770
13,84928.296875,Breakout-MinAtar,770
14,83827.546875,Breakout-MinAtar,770
15,10076.4375,Breakout-MinAtar,770
16,9968.71875,Breakout-MinAtar,770
17,85344.28125,Breakout-MinAtar,770
18,10116.46875,Breakout-MinAtar,770
19,10086.421875,Breakout-MinAtar,770
20,97500.71875,Breakout-MinAtar,770
21,151850.171875,Breakout-MinAtar,770
22,7789.921875,Breakout-MinAtar,770
23,90542.796875,Breakout-MinAtar,770
24,97530.59375,Breakout-MinAtar,770
25,10097.828125,Breakout-MinAtar,770
26,70008.859375,Breakout-MinAtar,770
27,9905.328125,Breakout-MinAtar,770
28,85678.03125,Breakout-MinAtar,770
29,10077.265625,Breakout-MinAtar,770
0,53.0,Breakout-MinAtar,935
1,45.5625,Breakout-MinAtar,935
2,7833.3125,Breakout-MinAtar,935
3,7794.984375,Breakout-MinAtar,935
4,7798.109375,Breakout-MinAtar,935
5,48.84375,Breakout-MinAtar,935
6,46.875,Breakout-MinAtar,935
7,7806.0625,Breakout-MinAtar,935
8,45.96875,Breakout-MinAtar,935
9,7744.078125,Breakout-MinAtar,935
10,7773.3125,Breakout-MinAtar,935
11,48.03125,Breakout-MinAtar,935
12,60.0625,Breakout-MinAtar,935
13,28.9375,Breakout-MinAtar,935
14,39.625,Breakout-MinAtar,935
15,7816.859375,Breakout-MinAtar,935
16,7841.46875,Breakout-MinAtar,935
17,50.6875,Breakout-MinAtar,935
18,7779.125,Breakout-MinAtar,935
19,7783.84375,Breakout-MinAtar,935
20,38.34375,Breakout-MinAtar,935
21,7850.03125,Breakout-MinAtar,935
22,56.59375,Breakout-MinAtar,935
23,7767.859375,Breakout-MinAtar,935
24,38476.84375,Breakout-MinAtar,935
25,7857.53125,Breakout-MinAtar,935
26,47.375,Breakout-MinAtar,935
27,42.875,Breakout-MinAtar,935
28,95424.078125,Breakout-MinAtar,935
29,47.71875,Breakout-MinAtar,935
0,7804.953125,Breakout-MinAtar,978
1,7718.203125,Breakout-MinAtar,978
2,7743.328125,Breakout-MinAtar,978
3,7794.5,Breakout-MinAtar,978
4,7785.703125,Breakout-MinAtar,978
5,7807.0,Breakout-MinAtar,978
6,46.09375,Breakout-MinAtar,978
7,7726.078125,Breakout-MinAtar,978
8,48.5,Breakout-MinAtar,978
9,7786.90625,Breakout-MinAtar,978
10,7774.265625,Breakout-MinAtar,978
11,42.15625,Breakout-MinAtar,978
12,7788.578125,Breakout-MinAtar,978
13,259.53125,Breakout-MinAtar,978
14,46.0625,Breakout-MinAtar,978
15,53.21875,Breakout-MinAtar,978
16,7829.875,Breakout-MinAtar,978
17,7842.0,Breakout-MinAtar,978
18,7795.34375,Breakout-MinAtar,978
19,53.46875,Breakout-MinAtar,978
20,7746.21875,Breakout-MinAtar,978
21,44.0,Breakout-MinAtar,978
22,7795.109375,Breakout-MinAtar,978
23,54.5625,Breakout-MinAtar,978
24,7768.140625,Breakout-MinAtar,978
25,49.46875,Breakout-MinAtar,978
26,46.96875,Breakout-MinAtar,978
27,7737.5625,Breakout-MinAtar,978
28,7770.453125,Breakout-MinAtar,978
29,7872.921875,Breakout-MinAtar,978
0,24160.46875,Breakout-MinAtar,543
1,26981.6875,Breakout-MinAtar,543
2,22889.078125,Breakout-MinAtar,543
3,42490.875,Breakout-MinAtar,543
4,29484.9375,Breakout-MinAtar,543
5,11974.90625,Breakout-MinAtar,543
6,97747.28125,Breakout-MinAtar,543
7,53112.328125,Breakout-MinAtar,543
8,50976.6875,Breakout-MinAtar,543
9,16049.84375,Breakout-MinAtar,543
10,30713.25,Breakout-MinAtar,543
11,34199.53125,Breakout-MinAtar,543
12,13604.84375,Breakout-MinAtar,543
13,11601.96875,Breakout-MinAtar,543
14,24126.1875,Breakout-MinAtar,543
15,39371.6875,Breakout-MinAtar,543
16,22877.21875,Breakout-MinAtar,543
17,35731.03125,Breakout-MinAtar,543
18,19006.59375,Breakout-MinAtar,543
19,45952.609375,Breakout-MinAtar,543
20,18027.421875,Breakout-MinAtar,543
21,23075.0625,Breakout-MinAtar,543
22,17945.125,Breakout-MinAtar,543
23,26329.9375,Breakout-MinAtar,543
24,26265.53125,Breakout-MinAtar,543
25,32209.96875,Breakout-MinAtar,543
26,72552.4375,Breakout-MinAtar,543
27,21983.25,Breakout-MinAtar,543
28,17926.59375,Breakout-MinAtar,543
29,39483.46875,Breakout-MinAtar,543
0,4868.40625,Breakout-MinAtar,712
1,6150.96875,Breakout-MinAtar,712
2,7768.375,Breakout-MinAtar,712
3,5268.890625,Breakout-MinAtar,712
4,1406.65625,Breakout-MinAtar,712
5,312.90625,Breakout-MinAtar,712
6,7412.515625,Breakout-MinAtar,712
7,950.125,Breakout-MinAtar,712
8,2933.78125,Breakout-MinAtar,712
9,4694.484375,Breakout-MinAtar,712
10,4431.09375,Breakout-MinAtar,712
11,400.875,Breakout-MinAtar,712
12,4208.21875,Breakout-MinAtar,712
13,71.5,Breakout-MinAtar,712
14,569.28125,Breakout-MinAtar,712
15,646.53125,Breakout-MinAtar,712
16,7275.3125,Breakout-MinAtar,712
17,6118.625,Breakout-MinAtar,712
18,2745.015625,Breakout-MinAtar,712
19,1536.046875,Breakout-MinAtar,712
20,327.75,Breakout-MinAtar,712
21,2926.03125,Breakout-MinAtar,712
22,7294.15625,Breakout-MinAtar,712
23,695.34375,Breakout-MinAtar,712
24,1083.21875,Breakout-MinAtar,712
25,7527.90625,Breakout-MinAtar,712
26,4354.171875,Breakout-MinAtar,712
27,7271.28125,Breakout-MinAtar,712
28,7035.796875,Breakout-MinAtar,712
29,8688.5625,Breakout-MinAtar,712
0,7652.140625,Breakout-MinAtar,506
1,7722.5625,Breakout-MinAtar,506
2,6347.546875,Breakout-MinAtar,506
3,66.03125,Breakout-MinAtar,506
4,69.28125,Breakout-MinAtar,506
5,108.28125,Breakout-MinAtar,506
6,7740.984375,Breakout-MinAtar,506
7,252.53125,Breakout-MinAtar,506
8,90.8125,Breakout-MinAtar,506
9,73.84375,Breakout-MinAtar,506
10,10913.9375,Breakout-MinAtar,506
11,1232.453125,Breakout-MinAtar,506
12,82368.015625,Breakout-MinAtar,506
13,7818.265625,Breakout-MinAtar,506
14,67.0625,Breakout-MinAtar,506
15,5154.3125,Breakout-MinAtar,506
16,150.875,Breakout-MinAtar,506
17,53.6875,Breakout-MinAtar,506
18,150.21875,Breakout-MinAtar,506
19,7966.34375,Breakout-MinAtar,506
20,6690.265625,Breakout-MinAtar,506
21,52.46875,Breakout-MinAtar,506
22,7726.0625,Breakout-MinAtar,506
23,7800.390625,Breakout-MinAtar,506
24,76.75,Breakout-MinAtar,506
25,7764.25,Breakout-MinAtar,506
26,49.40625,Breakout-MinAtar,506
27,7597.65625,Breakout-MinAtar,506
28,7723.265625,Breakout-MinAtar,506
29,7857.5,Breakout-MinAtar,506
0,62261.71875,Breakout-MinAtar,321
1,61757.140625,Breakout-MinAtar,321
2,53098.25,Breakout-MinAtar,321
3,55439.03125,Breakout-MinAtar,321
4,57582.234375,Breakout-MinAtar,321
5,57273.734375,Breakout-MinAtar,321
6,73194.203125,Breakout-MinAtar,321
7,61864.15625,Breakout-MinAtar,321
8,51673.65625,Breakout-MinAtar,321
9,60317.453125,Breakout-MinAtar,321
10,64684.140625,Breakout-MinAtar,321
11,64817.203125,Breakout-MinAtar,321
12,47214.734375,Breakout-MinAtar,321
13,55533.21875,Breakout-MinAtar,321
14,56724.0625,Breakout-MinAtar,321
15,63004.140625,Breakout-MinAtar,321
16,52300.734375,Breakout-MinAtar,321
17,70686.484375,Breakout-MinAtar,321
18,75814.09375,Breakout-MinAtar,321
19,55975.3125,Breakout-MinAtar,321
20,63158.25,Breakout-MinAtar,321
21,96763.484375,Breakout-MinAtar,321
22,54826.78125,Breakout-MinAtar,321
23,78572.046875,Breakout-MinAtar,321
24,56740.21875,Breakout-MinAtar,321
25,69437.296875,Breakout-MinAtar,321
26,54281.5625,Breakout-MinAtar,321
27,65753.78125,Breakout-MinAtar,321
28,54065.65625,Breakout-MinAtar,321
29,123416.78125,Breakout-MinAtar,321
0,91749.15625,Breakout-MinAtar,139
1,82011.828125,Breakout-MinAtar,139
2,142518.65625,Breakout-MinAtar,139
3,152448.3125,Breakout-MinAtar,139
4,92714.9375,Breakout-MinAtar,139
5,94244.671875,Breakout-MinAtar,139
6,88034.890625,Breakout-MinAtar,139
7,82378.40625,Breakout-MinAtar,139
8,149198.8125,Breakout-MinAtar,139
9,131389.1875,Breakout-MinAtar,139
10,87167.484375,Breakout-MinAtar,139
11,87748.96875,Breakout-MinAtar,139
12,87557.90625,Breakout-MinAtar,139
13,128723.875,Breakout-MinAtar,139
14,146434.3125,Breakout-MinAtar,139
15,90274.53125,Breakout-MinAtar,139
16,150748.15625,Breakout-MinAtar,139
17,82510.5,Breakout-MinAtar,139
18,86044.9375,Breakout-MinAtar,139
19,90805.96875,Breakout-MinAtar,139
20,170530.265625,Breakout-MinAtar,139
21,82270.28125,Breakout-MinAtar,139
22,81878.515625,Breakout-MinAtar,139
23,87606.890625,Breakout-MinAtar,139
24,87999.859375,Breakout-MinAtar,139
25,85696.234375,Breakout-MinAtar,139
26,88173.46875,Breakout-MinAtar,139
27,93629.921875,Breakout-MinAtar,139
28,86734.671875,Breakout-MinAtar,139
29,93769.96875,Breakout-MinAtar,139
0,67887.1875,Breakout-MinAtar,906
1,79726.96875,Breakout-MinAtar,906
2,10045.234375,Breakout-MinAtar,906
3,10061.25,Breakout-MinAtar,906
4,90489.796875,Breakout-MinAtar,906
5,9915.6875,Breakout-MinAtar,906
6,9976.4375,Breakout-MinAtar,906
7,93013.75,Breakout-MinAtar,906
8,10106.96875,Breakout-MinAtar,906
9,10093.78125,Breakout-MinAtar,906
10,89632.203125,Breakout-MinAtar,906
11,10093.40625,Breakout-MinAtar,906
12,95908.046875,Breakout-MinAtar,906
13,10016.546875,Breakout-MinAtar,906
14,110701.234375,Breakout-MinAtar,906
15,87594.125,Breakout-MinAtar,906
16,88154.328125,Breakout-MinAtar,906
17,88859.0,Breakout-MinAtar,906
18,127073.859375,Breakout-MinAtar,906
19,87604.1875,Breakout-MinAtar,906
20,90546.71875,Breakout-MinAtar,906
21,80118.890625,Breakout-MinAtar,906
22,77918.875,Breakout-MinAtar,906
23,92857.9375,Breakout-MinAtar,906
24,9992.015625,Breakout-MinAtar,906
25,10010.265625,Breakout-MinAtar,906
26,10135.3125,Breakout-MinAtar,906
27,74190.859375,Breakout-MinAtar,906
28,10005.03125,Breakout-MinAtar,906
29,74572.4375,Breakout-MinAtar,906
0,7625.78125,Breakout-MinAtar,747
1,65.09375,Breakout-MinAtar,747
2,96.5,Breakout-MinAtar,747
3,7835.578125,Breakout-MinAtar,747
4,1210.03125,Breakout-MinAtar,747
5,93.375,Breakout-MinAtar,747
6,7615.171875,Breakout-MinAtar,747
7,7141.453125,Breakout-MinAtar,747
8,2978.59375,Breakout-MinAtar,747
9,7762.171875,Breakout-MinAtar,747
10,37.59375,Breakout-MinAtar,747
11,2786.75,Breakout-MinAtar,747
12,5938.640625,Breakout-MinAtar,747
13,890.6875,Breakout-MinAtar,747
14,29.0,Breakout-MinAtar,747
15,42888.59375,Breakout-MinAtar,747
16,7756.75,Breakout-MinAtar,747
17,7824.921875,Breakout-MinAtar,747
18,65.0,Breakout-MinAtar,747
19,7696.515625,Breakout-MinAtar,747
20,7759.9375,Breakout-MinAtar,747
21,7744.296875,Breakout-MinAtar,747
22,3189.78125,Breakout-MinAtar,747
23,7686.8125,Breakout-MinAtar,747
24,7481.3125,Breakout-MinAtar,747
25,253.5,Breakout-MinAtar,747
26,87.125,Breakout-MinAtar,747
27,175.03125,Breakout-MinAtar,747
28,122.84375,Breakout-MinAtar,747
29,514.25,Breakout-MinAtar,747
0,182311.5,Breakout-MinAtar,561
1,64058.78125,Breakout-MinAtar,561
2,106182.203125,Breakout-MinAtar,561
3,218020.9375,Breakout-MinAtar,561
4,14852.9375,Breakout-MinAtar,561
5,33420.375,Breakout-MinAtar,561
6,253147.546875,Breakout-MinAtar,561
7,132961.109375,Breakout-MinAtar,561
8,14736.65625,Breakout-MinAtar,561
9,290145.921875,Breakout-MinAtar,561
10,34740.765625,Breakout-MinAtar,561
11,76991.875,Breakout-MinAtar,561
12,200377.671875,Breakout-MinAtar,561
13,58118.609375,Breakout-MinAtar,561
14,44578.9375,Breakout-MinAtar,561
15,85034.484375,Breakout-MinAtar,561
16,52757.53125,Breakout-MinAtar,561
17,153511.625,Breakout-MinAtar,561
18,194153.765625,Breakout-MinAtar,561
19,27773.671875,Breakout-MinAtar,561
20,207572.890625,Breakout-MinAtar,561
21,49196.015625,Breakout-MinAtar,561
22,73192.25,Breakout-MinAtar,561
23,56068.375,Breakout-MinAtar,561
24,174705.015625,Breakout-MinAtar,561
25,16722.515625,Breakout-MinAtar,561
26,48974.75,Breakout-MinAtar,561
27,120009.3125,Breakout-MinAtar,561
28,146446.78125,Breakout-MinAtar,561
29,42445.859375,Breakout-MinAtar,561
0,457.15625,Breakout-MinAtar,725
1,5183.53125,Breakout-MinAtar,725
2,232.078125,Breakout-MinAtar,725
3,411.78125,Breakout-MinAtar,725
4,1469.90625,Breakout-MinAtar,725
5,1835.875,Breakout-MinAtar,725
6,6470.421875,Breakout-MinAtar,725
7,1195.53125,Breakout-MinAtar,725
8,382.375,Breakout-MinAtar,725
9,1686.4375,Breakout-MinAtar,725
10,1157.125,Breakout-MinAtar,725
11,936.0625,Breakout-MinAtar,725
12,1062.40625,Breakout-MinAtar,725
13,115.8125,Breakout-MinAtar,725
14,557.1875,Breakout-MinAtar,725
15,154.40625,Breakout-MinAtar,725
16,3163.8125,Breakout-MinAtar,725
17,321.5,Breakout-MinAtar,725
18,1588.5625,Breakout-MinAtar,725
19,1339.5,Breakout-MinAtar,725
20,856.25,Breakout-MinAtar,725
21,3060.828125,Breakout-MinAtar,725
22,138.46875,Breakout-MinAtar,725
23,1476.375,Breakout-MinAtar,725
24,1366.484375,Breakout-MinAtar,725
25,351.0,Breakout-MinAtar,725
26,2955.84375,Breakout-MinAtar,725
27,241.46875,Breakout-MinAtar,725
28,1963.09375,Breakout-MinAtar,725
29,2667.71875,Breakout-MinAtar,725
0,82323.421875,Breakout-MinAtar,39
1,90440.25,Breakout-MinAtar,39
2,91252.8125,Breakout-MinAtar,39
3,83850.34375,Breakout-MinAtar,39
4,85754.1875,Breakout-MinAtar,39
5,81550.484375,Breakout-MinAtar,39
6,82586.0,Breakout-MinAtar,39
7,82563.03125,Breakout-MinAtar,39
8,88838.765625,Breakout-MinAtar,39
9,81212.03125,Breakout-MinAtar,39
10,87796.171875,Breakout-MinAtar,39
11,91819.640625,Breakout-MinAtar,39
12,86239.734375,Breakout-MinAtar,39
13,108601.1875,Breakout-MinAtar,39
14,93654.390625,Breakout-MinAtar,39
15,84492.421875,Breakout-MinAtar,39
16,83277.84375,Breakout-MinAtar,39
17,82026.078125,Breakout-MinAtar,39
18,82313.84375,Breakout-MinAtar,39
19,92520.375,Breakout-MinAtar,39
20,92602.828125,Breakout-MinAtar,39
21,91689.59375,Breakout-MinAtar,39
22,90541.953125,Breakout-MinAtar,39
23,87160.578125,Breakout-MinAtar,39
24,86081.59375,Breakout-MinAtar,39
25,85546.328125,Breakout-MinAtar,39
26,82315.75,Breakout-MinAtar,39
27,87024.78125,Breakout-MinAtar,39
28,90345.171875,Breakout-MinAtar,39
29,85849.421875,Breakout-MinAtar,39
0,53428.625,Breakout-MinAtar,373
1,69131.9375,Breakout-MinAtar,373
2,85837.65625,Breakout-MinAtar,373
